Rules	support	confidence
com_1_1&com_2_0&com_5_1 ==> com_4_1	82	0.6307692307692307
com_5_1&com_2_0&com_3_1 ==> com_4_1	75	0.625
com_1_0&com_3_0&com_4_1 ==> com_2_1	78	0.6046511627906976
com_5_1&com_2_0&com_4_1 ==> com_1_1	82	0.5985401459854015
com_1_1&com_2_0&com_3_1 ==> com_4_1	76	0.5984251968503937
com_2_0&com_3_0&com_4_0 ==> com_5_1	70	0.5932203389830508
com_2_0&com_3_0&com_4_1 ==> com_1_1	74	0.592
com_1_0&com_3_0&com_4_0 ==> com_5_1	74	0.592
com_1_1&com_2_0 ==> com_4_1	150	0.5859375
com_1_1&com_3_1&com_4_0 ==> com_2_1	71	0.5819672131147541
com_1_0&com_5_0&com_3_0 ==> com_4_1	69	0.575
com_1_1&com_2_0&com_3_0 ==> com_4_1	74	0.5736434108527132
com_1_0&com_2_0&com_4_0 ==> com_5_1	67	0.5726495726495726
com_2_0&com_4_1 ==> com_1_1	150	0.5703422053231939
com_2_1&com_3_1&com_4_0 ==> com_1_1	71	0.568
com_2_0&com_3_1 ==> com_4_1	138	0.5679012345679012
com_5_0&com_2_0&com_3_0 ==> com_4_1	63	0.5675675675675675
com_5_1&com_3_1&com_4_0 ==> com_2_1	59	0.5673076923076923
com_1_1&com_3_0&com_5_1 ==> com_4_1	74	0.5648854961832062
com_5_0&com_3_0&com_4_0 ==> com_2_1	62	0.5636363636363636
com_5_0&com_3_1&com_4_0 ==> com_1_1	71	0.5634920634920635
com_1_0&com_5_1&com_4_1 ==> com_2_1	71	0.5634920634920635
com_5_0&com_2_1&com_4_0 ==> com_1_1	72	0.5625
com_5_0&com_2_0&com_3_1 ==> com_1_1	69	0.5609756097560976
com_1_1&com_5_1 ==> com_4_1	137	0.5591836734693878
com_1_0&com_5_0&com_2_1 ==> com_4_1	71	0.5590551181102362
com_1_1&com_2_0&com_3_0 ==> com_5_1	72	0.5581395348837209
com_1_0&com_2_1&com_3_0 ==> com_4_1	78	0.5571428571428572
com_1_0&com_4_1 ==> com_2_1	142	0.5568627450980392
com_5_0&com_3_1 ==> com_1_1	144	0.555984555984556
com_5_0&com_2_0&com_4_0 ==> com_3_1	60	0.5555555555555556
com_1_1&com_4_0&com_5_1 ==> com_2_1	60	0.5555555555555556
com_1_1&com_4_0 ==> com_2_1	132	0.5546218487394958
com_1_0&com_5_1&com_3_1 ==> com_4_1	66	0.5546218487394958
com_5_0&com_1_1&com_4_0 ==> com_2_1	72	0.5538461538461539
com_5_1&com_3_1 ==> com_4_1	129	0.5536480686695279
com_1_1&com_3_1&com_5_1 ==> com_4_1	63	0.5526315789473685
com_1_0&com_5_1&com_3_0 ==> com_2_1	74	0.5522388059701493
com_5_1&com_3_0&com_4_1 ==> com_1_1	74	0.5522388059701493
com_5_0&com_2_1&com_3_1 ==> com_1_1	75	0.5514705882352942
com_1_0&com_3_0 ==> com_2_1	140	0.5511811023622047
com_5_0&com_4_0 ==> com_1_1	130	0.5508474576271186
com_2_0&com_3_1&com_4_1 ==> com_1_1	76	0.5507246376811594
com_1_0&com_2_1 ==> com_4_1	142	0.5503875968992248
com_1_0&com_5_0&com_4_1 ==> com_2_1	71	0.5503875968992248
com_1_0&com_5_0&com_3_0 ==> com_2_1	66	0.55
com_1_0&com_5_0 ==> com_4_1	129	0.548936170212766
com_5_0&com_3_1&com_4_1 ==> com_1_1	73	0.5488721804511278
com_1_0&com_2_0&com_4_1 ==> com_3_1	62	0.5486725663716814
com_5_0&com_1_1&com_2_0 ==> com_3_1	69	0.5476190476190477
com_5_1&com_2_0&com_4_1 ==> com_3_1	75	0.5474452554744526
com_5_0&com_3_0 ==> com_4_1	133	0.5473251028806584
com_1_1&com_2_0&com_4_1 ==> com_5_1	82	0.5466666666666666
com_5_0&com_1_1&com_4_0 ==> com_3_1	71	0.5461538461538461
com_5_1&com_2_0&com_3_0 ==> com_1_1	72	0.5454545454545454
com_1_0&com_4_0 ==> com_5_1	127	0.5450643776824035
com_5_1&com_2_0 ==> com_4_1	137	0.5436507936507936
com_3_0&com_4_0 ==> com_5_1	131	0.5435684647302904
